FIPS,% Urban Population,Household Median Income,Median Age,2012 Vote Rate for Democrats,"% White, Non-Latino",% Professional Jobs,Total Population,% of Edits that Were Made by a Local Editor (English Wikipedia),% of Content that Was Contributed by a Local Editor (English Wikipedia),% of Users who are Local (English Wikipedia),% Human-generated (Manual) Content (English Wikipedia),% Human (Manual) Edits (English Wikipedia),Non-spatial Outlink Entropy (English Wikipedia),% of Articles that are C-class or Higher (English Wikipedia),% of Spatial Outlinks to Governmental Articles (English Wikipedia),Tag Entropy (OpenStreetMap),Page Count (English Wikipedia)
34027,93.2,98633,41.3,43.7,75.1,0.49,492276,0.677,0.859,0.34,0.822,0.865,8.775,0.147,0.196,3.83,318
34029,97.1,61136,42.6,40.6,85.9,0.341,576567,0.556,0.812,0.286,0.809,0.867,8.682,0.193,0.233,6.29,260
34031,97.6,57654,36.1,63.2,45.3,0.317,501226,0.59,0.825,0.271,0.86,0.875,9.01,0.155,0.15,5.25,206
34033,54.7,59718,40.8,49.6,76.8,0.319,66083,0.593,0.821,0.2,0.753,0.736,8.201,0.214,0.333,3.22,97
34035,94.2,99020,40.2,52,62.4,0.511,323444,0.624,0.813,0.317,0.814,0.86,8.681,0.184,0.189,4.69,212
34037,60.2,87335,41.8,37.9,88.8,0.386,149265,0.662,0.828,0.253,0.802,0.825,8.5,0.21,0.241,3.25,159
34039,100.0,68507,38,66.3,45.4,0.352,536499,0.602,0.83,0.318,0.892,0.889,9.074,0.173,0.169,8.04,198
34041,62.4,70912,41.5,41.3,85.7,0.361,108692,0.627,0.819,0.248,0.797,0.813,8.014,0.202,0.271,3.6,160
35001,95.8,48801,35.8,55.6,41.5,0.396,662564,0.499,0.554,0.25,0.951,0.895,9.323,0.041,0.046,33.61,242
35003,0.0,39826,55.8,26.5,76,0.287,3725,0.321,0.403,0.093,0.952,0.803,8.173,0.095,0.032,2.33,42
35005,75.8,39131,34.7,32.3,43.9,0.299,65645,0.267,0.162,0.187,0.912,0.877,8.94,0.088,0.113,4.14,34
35006,44.7,37237,36.6,60.2,21.5,0.24,27213,0.265,0.153,0.12,0.813,0.717,7.907,0.098,0.23,4.03,51
35007,47.6,37734,46.7,48.8,49.9,0.296,13750,0.381,0.386,0.156,0.912,0.833,8.759,0.089,0.094,2.97,56
35009,85.9,39871,31.5,29.4,50.7,0.265,48376,0.306,0.392,0.112,0.891,0.821,9.387,0,0.213,5.68,20
35011,0.0,37660,47.8,31.9,59.3,0.375,2022,0.046,0.033,0.058,0.784,0.725,7.842,0,0.2,3.32,10
35013,80.7,37933,32.4,56,30.1,0.325,209233,0.325,0.356,0.177,0.88,0.821,9.002,0.046,0.125,6.81,91
35015,79.1,49165,37.3,31.8,52.2,0.298,53829,0.294,0.293,0.143,0.906,0.844,8.97,0.111,0.121,3.07,37
35017,57.6,37899,45.9,55,48.6,0.356,29514,0.231,0.189,0.101,0.91,0.801,8.016,0.023,0.091,3.33,44
35019,55.9,29071,40.1,70.2,16.1,0.293,4687,0.106,0.126,0.073,0.809,0.672,7.135,0,0.25,3.15,12
35021,0.0,34063,55.9,43.3,56.3,0.293,695,0.165,0.052,0.101,0.735,0.645,7.249,0,0.184,3.24,7
35023,0.0,34080,40.9,51.5,41.4,0.277,4894,0.249,0.447,0.093,0.918,0.758,7.925,0.03,0.068,2.55,34
35025,79.0,50694,31.9,24,43,0.252,64727,0.178,0.188,0.149,0.839,0.781,8.365,0,0.25,5.87,30
35027,46.8,43014,49.4,31.8,66.4,0.286,20497,0.407,0.279,0.184,0.895,0.907,8.782,0.024,0.16,4.33,42
35028,88.8,106686,44.3,48.7,76.3,0.678,17950,0.42,0.424,0.147,0.93,0.865,9.263,0.111,0.094,3.61,19
35029,59.4,29282,39.5,47.8,35.9,0.257,25095,0.324,0.353,0.097,0.925,0.842,8.748,0.081,0.081,7.09,38
35031,42.6,30458,30.7,72.1,10.3,0.281,71492,0.267,0.102,0.106,0.793,0.701,8.405,0.063,0.295,4.67,63
35033,0.0,28481,46,75,17.9,0.271,4881,0.047,0.01,0.071,0.911,0.71,7.838,0.056,0.119,3.41,18
35035,70.4,39263,36.5,34.2,52.8,0.267,63797,0.392,0.476,0.137,0.917,0.809,9.103,0.147,0.069,4.09,68
35037,58.4,30802,45.6,37.4,53.6,0.259,9041,0.38,0.234,0.105,0.818,0.765,8.401,0.04,0.151,4.76,24
35039,50.2,40250,39,74.7,12.8,0.338,40246,0.531,0.262,0.155,0.912,0.863,8.525,0.043,0.077,2.91,86
35041,63.5,38764,29.7,28.9,55.5,0.279,19846,0.163,0.08,0.122,0.805,0.753,8.569,0,0.253,5.62,22
35043,82.9,58017,37.9,50.3,47.5,0.394,131561,0.277,0.208,0.152,0.8,0.8,8.71,0.067,0.145,5.83,73
35045,66.3,48196,33,34.1,42.5,0.279,130044,0.548,0.432,0.122,0.864,0.821,8.338,0.048,0.17,4.77,87
35047,53.1,28275,40.7,76.9,19.7,0.319,29393,0.238,0.168,0.151,0.914,0.834,8.615,0,0.065,3.97,50
35049,74.8,52917,43,73.4,43.9,0.421,144170,0.45,0.395,0.224,0.869,0.836,8.708,0.051,0.112,6.51,120
35051,66.0,27430,54.5,38.5,68.4,0.28,11988,0.198,0.29,0.116,0.871,0.794,8.625,0.069,0.11,2.03,29
35053,50.3,34036,36.9,56.2,37.6,0.376,17866,0.283,0.406,0.147,0.945,0.862,9.011,0.115,0.068,3.73,60
35055,41.6,32637,45.2,78.1,36.3,0.366,32937,0.433,0.448,0.152,0.891,0.817,8.065,0.069,0.108,4.46,63
35057,1.2,31161,41.6,37.9,56,0.327,16383,0.096,0.039,0.083,0.799,0.626,8.762,0,0.356,5.15,26
35059,0.0,38902,40.9,26.9,56,0.341,4549,0.025,0.001,0.042,0.822,0.692,7.53,0.037,0.262,2.91,25
35061,83.3,42506,37.7,48.7,36.2,0.28,76569,0.334,0.318,0.133,0.778,0.727,7.765,0,0.285,5.72,33
36001,90.3,59394,38.5,64.4,76,0.435,304204,0.669,0.812,0.249,0.952,0.902,8.46,0.173,0.026,7.36,375
36003,21.3,42445,37.8,36.3,95.4,0.319,48946,0.427,0.426,0.222,0.787,0.771,7.692,0.031,0.19,4.18,96
36005,100.0,34388,32.8,91.2,10.9,0.239,1385108,0.651,0.728,0.304,0.967,0.919,9.107,0.095,0.006,12.05,467
36007,73.9,45958,40.2,50.9,86.3,0.355,200600,0.49,0.551,0.295,0.877,0.876,8.104,0.047,0.102,5.85,130
36009,38.2,42603,40.7,42.4,91.9,0.28,80317,0.578,0.627,0.219,0.779,0.775,8.048,0.06,0.143,5.12,112
36011,44.2,51581,41.5,54.3,91.3,0.308,80026,0.464,0.633,0.2,0.82,0.743,7.467,0.025,0.183,4.06,122
36013,56.1,42429,40.9,45,89.3,0.298,134905,0.522,0.593,0.268,0.811,0.797,8.033,0.023,0.159,7.08,136
36015,75.8,48804,40.9,47.8,87.4,0.334,88830,0.406,0.494,0.192,0.847,0.807,8.131,0.042,0.161,9.45,95
36017,16.6,43941,42.9,47.2,95.6,0.311,50477,0.341,0.419,0.168,0.74,0.682,7.313,0.023,0.2,4.25,82
36019,35.8,50282,39.1,62,91.1,0.323,82128,0.426,0.564,0.155,0.856,0.825,8.417,0.054,0.163,5,113
36021,26.7,57336,45.3,54.8,88.2,0.373,63096,0.577,0.752,0.2,0.89,0.756,7.927,0.065,0.125,4.96,195
36023,55.7,47151,35.8,53.4,93.7,0.333,49336,0.303,0.413,0.183,0.762,0.72,7.759,0,0.23,6.52,60
36025,21.6,44470,45.4,44.2,93.2,0.29,47980,0.545,0.55,0.223,0.804,0.753,7.506,0.017,0.19,2.62,116
36027,74.6,72525,40.2,52.5,74.6,0.399,297488,0.578,0.779,0.282,0.929,0.874,8.229,0.165,0.074,5.46,408
36029,90.6,50653,40.4,56.9,77.7,0.376,919040,0.598,0.658,0.304,0.935,0.898,8.618,0.062,0.054,8.06,582
36031,25.1,47380,44.5,56.7,92.9,0.338,39370,0.46,0.669,0.173,0.914,0.829,8.242,0.066,0.052,3.83,260
36033,37.3,45667,39.3,62.4,82.6,0.301,51599,0.461,0.624,0.159,0.845,0.74,7.737,0.012,0.16,3.61,153
36035,49.6,44276,41.8,43.9,93.8,0.28,55531,0.244,0.445,0.137,0.792,0.747,7.872,0.037,0.163,5.67,50
36037,40.1,49922,41.5,38.5,91.5,0.309,60079,0.487,0.664,0.169,0.887,0.826,8.435,0.2,0.112,5.94,64
36039,26.9,49655,44,43.3,87.1,0.356,49221,0.476,0.654,0.184,0.855,0.725,7.621,0.065,0.1,3.9,170
36041,0.0,51522,51.3,36,96.4,0.318,4836,0.426,0.515,0.154,0.876,0.775,8.341,0.063,0.079,2.98,63
36043,48.2,45047,42.1,44.8,95.6,0.325,64519,0.346,0.523,0.174,0.835,0.763,7.671,0.05,0.137,4.04,124
36045,52.0,46484,32.6,47.9,85.8,0.311,116229,0.451,0.578,0.172,0.818,0.714,7.518,0.041,0.193,4.77,255
36047,100.0,46085,34.1,81.4,35.7,0.37,2504700,0.692,0.781,0.366,0.971,0.912,9.04,0.111,0.006,10.64,796
36049,13.2,46840,40.2,45,96.8,0.277,27087,0.391,0.459,0.155,0.72,0.689,7.578,0,0.206,4.59,58
36051,45.3,53518,39.8,44.3,92.2,0.352,65393,0.484,0.571,0.21,0.851,0.774,7.397,0.035,0.113,6.28,143
36053,41.1,53589,39.5,49.1,93.8,0.376,73442,0.486,0.557,0.202,0.874,0.825,7.755,0.058,0.121,4.91,135
36055,93.6,52394,38.5,57.8,72.8,0.422,744344,0.588,0.697,0.339,0.953,0.89,8.234,0.055,0.052,6.65,424
36057,59.1,44156,40.8,47,85.1,0.303,50219,0.452,0.598,0.164,0.785,0.768,7.579,0.024,0.171,5.31,85
36059,99.8,97690,41.1,52.9,65.5,0.431,1339532,0.634,0.725,0.398,0.877,0.901,8.772,0.066,0.126,9.45,555
36061,100.0,69659,36.4,84.2,48,0.587,1585873,0.737,0.824,0.443,0.974,0.926,9.439,0.128,0.005,13.56,3001
36063,77.6,47955,41.9,49.4,87.3,0.309,216469,0.394,0.443,0.19,0.888,0.867,8.383,0.042,0.085,6.45,212
36065,67.0,48729,40.8,46.5,84.8,0.351,234878,0.476,0.539,0.236,0.846,0.823,8.274,0.043,0.122,6.04,190
36067,87.4,54242,38.6,59.7,79.2,0.406,467026,0.62,0.634,0.269,0.907,0.876,8.631,0.077,0.083,6.36,310
36069,52.5,56479,42.1,48.2,91.8,0.383,107931,0.463,0.579,0.224,0.869,0.827,8.083,0.047,0.131,7.4,128
36071,77.7,70458,36.6,51.9,68.2,0.357,372813,0.601,0.735,0.257,0.922,0.851,8.468,0.133,0.084,5.42,381
36073,39.1,48502,41,39.3,87.8,0.271,42883,0.414,0.704,0.134,0.889,0.758,8.099,0.109,0.113,7.69,49
36075,38.2,48051,38.5,52.8,95.1,0.285,122109,0.434,0.569,0.203,0.827,0.75,7.443,0.019,0.105,5.57,163
36077,29.4,47765,40.9,50,92.7,0.361,62259,0.456,0.557,0.219,0.831,0.814,8.051,0.053,0.159,4.02,135
36079,79.5,95117,41.9,43.7,82.9,0.439,99710,0.513,0.693,0.246,0.927,0.845,8.254,0.244,0.081,4.5,106
36081,100.0,57001,37.2,78.8,27.6,0.314,2230722,0.656,0.743,0.32,0.976,0.921,9.098,0.104,0.005,10.47,622
36083,69.5,59432,39.2,54.8,85.7,0.395,159429,0.574,0.708,0.242,0.927,0.859,8.528,0.096,0.064,6.56,181
36085,100.0,72569,38.4,49.9,64,0.383,468730,0.573,0.673,0.241,0.976,0.897,8.673,0.063,0.006,9.56,327
36087,99.3,84951,36.7,52.8,65.3,0.431,311687,0.51,0.618,0.278,0.883,0.855,8.245,0.163,0.095,6.66,183
36089,38.0,43647,37.5,57.5,92.9,0.33,111944,0.47,0.627,0.245,0.797,0.781,7.9,0.035,0.166,7.89,186
36091,70.0,69826,40.9,50.1,92.7,0.429,219607,0.44,0.59,0.231,0.879,0.868,8.515,0.113,0.103,5.93,156
36093,91.8,56061,39.8,56.7,77.2,0.381,154727,0.467,0.601,0.215,0.922,0.863,8.288,0.101,0.076,9.16,120
36095,17.2,53245,42.5,40.7,93.9,0.322,32749,0.41,0.46,0.142,0.815,0.737,7.768,0.048,0.151,5.93,85
36097,18.8,46976,44.2,44.9,96.2,0.31,18343,0.154,0.214,0.106,0.798,0.697,8.035,0.029,0.117,7.27,35
36099,41.3,47618,41,53.7,90.8,0.319,35251,0.299,0.348,0.144,0.826,0.77,7.887,0.032,0.089,4.83,64
36101,39.6,47476,41.4,40.9,94.4,0.343,98990,0.416,0.502,0.198,0.738,0.692,7.77,0.015,0.221,4.82,129
36103,97.4,87763,39.8,50.8,71.6,0.378,1493350,0.657,0.771,0.364,0.891,0.873,8.263,0.067,0.095,8.46,845
36105,25.8,48089,41.7,54.4,74.5,0.322,77547,0.498,0.591,0.228,0.887,0.851,8.033,0.117,0.097,3.96,168
36107,34.3,55726,42.5,41.4,96,0.36,51125,0.398,0.661,0.173,0.808,0.734,7.16,0.014,0.13,5.98,74
36109,56.7,51393,29.8,68.2,80.2,0.515,101564,0.606,0.657,0.292,0.894,0.903,8.715,0.109,0.076,4.41,136
36111,54.0,58590,42,59.8,81.7,0.389,182493,0.64,0.762,0.238,0.912,0.828,8.414,0.152,0.079,4.39,364
36113,66.1,55904,44.1,50,95.2,0.353,65707,0.468,0.637,0.208,0.907,0.837,7.916,0.094,0.043,5.56,142
36115,32.1,52361,41.7,49.8,93.3,0.279,63216,0.554,0.591,0.172,0.827,0.782,7.733,0.102,0.067,4.27,91
36117,39.3,52601,41.6,44.4,91,0.336,93772,0.484,0.692,0.174,0.883,0.767,7.742,0.015,0.143,7.13,76
36119,96.7,81946,40,60.4,57.4,0.455,949113,0.655,0.779,0.364,0.947,0.908,8.675,0.159,0.058,6.65,570
36121,35.9,51100,40.9,34.3,90.2,0.282,42155,0.38,0.455,0.162,0.747,0.78,7.748,0.031,0.166,6.54,64
36123,28.8,49335,40.7,47.7,96.1,0.314,25348,0.415,0.62,0.156,0.839,0.678,7.047,0.021,0.108,7.02,93
37001,71.4,43043,38.7,42.5,67.3,0.317,151131,0.416,0.424,0.242,0.901,0.841,8.461,0.029,0.071,3.02,68
37003,27.2,40637,40.8,26.9,87.8,0.244,37198,0.195,0.124,0.119,0.808,0.753,8.298,0.071,0.186,2.79,14
37005,0.0,35170,45.9,31.3,88.4,0.288,11155,0.109,0.107,0.118,0.911,0.77,8.728,0.043,0.034,3.69,24
37007,21.5,33870,39.5,62.3,45.8,0.22,26948,0.166,0.051,0.086,0.68,0.577,8.794,0,0.207,2.63,16
37009,15.1,35951,45.5,32.8,93.2,0.274,27281,0.221,0.193,0.146,0.9,0.703,8.148,0,0.092,2.9,41
37011,11.2,36969,42.3,24.3,90.1,0.267,17797,0.301,0.508,0.163,0.834,0.744,7.519,0,0.078,3.66,44
37013,34.4,40429,43.8,40.1,66.4,0.306,47759,0.22,0.161,0.16,0.79,0.756,8.302,0,0.143,5.78,31
37015,16.8,30768,42.9,65.8,34.7,0.222,21282,0.128,0.112,0.135,0.718,0.61,8.077,0,0.207,2.01,24
37017,8.8,30164,41.3,50.6,54.7,0.259,35190,0.428,0.376,0.106,0.786,0.698,8.122,0.059,0.193,2.42,34
37019,57.0,46438,47.4,38.5,80.8,0.305,107431,0.447,0.374,0.206,0.861,0.774,8.772,0.019,0.097,1.16,83
37021,75.9,44713,40.6,55.5,84.4,0.376,238318,0.458,0.465,0.268,0.918,0.881,9.041,0.051,0.043,5.44,100
37023,57.3,37263,41.2,37.6,83,0.283,90912,0.259,0.242,0.168,0.85,0.748,8.759,0.068,0.108,3.74,42
37025,80.7,53551,36.7,39.4,71.6,0.369,178011,0.439,0.449,0.229,0.928,0.905,9.003,0.048,0.041,4.58,43
37027,65.6,34357,41.3,31.4,88.6,0.237,83029,0.225,0.046,0.197,0.771,0.746,8.081,0,0.264,3.56,33
37029,0.5,56607,40.1,32.2,81.2,0.375,9980,0.458,0.492,0.201,0.928,0.936,8.602,0.111,0.054,3.25,9
37031,67.4,46534,45.8,29,87.4,0.333,66469,0.32,0.299,0.196,0.837,0.8,8.834,0,0.073,2.17,67
37033,0.8,35315,43.6,48.3,61.2,0.237,23719,0.346,0.187,0.125,0.869,0.738,7.506,0,0.137,2.62,22
37035,69.7,44332,39.6,34.7,78,0.312,154358,0.301,0.202,0.217,0.793,0.801,8.363,0.021,0.134,3.92,48
37037,34.1,57091,43.6,51.9,71.2,0.41,63505,0.304,0.207,0.187,0.917,0.801,8.435,0.022,0.063,2.42,49
37039,0.0,34432,48.1,26.3,92.3,0.278,27444,0.345,0.479,0.115,0.947,0.773,8.685,0.091,0.044,4.55,33
37041,32.4,34420,44.8,47.2,61.1,0.356,14793,0.228,0.192,0.12,0.905,0.766,7.828,0,0.179,5.71,18
37043,0.0,38828,49.6,28.1,95.2,0.296,10587,0.404,0.563,0.106,0.92,0.764,7.878,0.118,0.056,3.32,17
37045,44.2,38989,40.3,39.3,74.2,0.277,98078,0.439,0.339,0.251,0.647,0.77,8.445,0.03,0.223,4.48,35
37047,19.4,35761,39.8,45.7,60.4,0.27,58098,0.364,0.186,0.177,0.77,0.745,7.854,0,0.2,1.3,32
37049,72.3,47141,36.2,40.7,67.1,0.3,103505,0.158,0.115,0.15,0.82,0.756,7.73,0.044,0.173,2.99,51
37051,86.6,45231,31,59.5,47.2,0.33,319431,0.419,0.385,0.235,0.896,0.854,8.841,0.034,0.09,3.74,86
37053,1.7,57159,41.3,31.6,88.7,0.273,23547,0.138,0.137,0.117,0.929,0.797,8.392,0,0.057,3.3,30
37055,71.0,55481,43.6,41.2,88.6,0.319,33920,0.354,0.187,0.218,0.925,0.897,8.508,0.125,0.043,2.7,64
37057,52.6,43083,40.3,29,82,0.279,162878,0.502,0.479,0.256,0.924,0.86,8.143,0.053,0.086,4.21,55
37059,29.7,50139,42.5,27.7,85.5,0.342,41240,0.33,0.027,0.186,0.806,0.795,7.793,0,0.313,5.34,14
37061,13.5,34433,37.8,43.8,52.9,0.241,58505,0.378,0.197,0.146,0.754,0.67,7.695,0,0.279,2.91,29
37063,94.4,51853,33.2,75.9,42.1,0.493,267587,0.481,0.503,0.278,0.961,0.921,9.171,0.123,0.017,3.27,114
37065,54.7,33960,39.6,68,37.8,0.219,56552,0.092,0.02,0.097,0.72,0.648,7.75,0,0.198,2.37,22
37067,92.7,45724,37.2,53.2,58.7,0.395,350670,0.499,0.477,0.301,0.924,0.896,8.968,0.031,0.038,5.67,131
37069,14.7,41696,39.1,47.5,63.5,0.315,60619,0.284,0.468,0.18,0.817,0.742,8.42,0,0.209,2.87,23
37071,80.4,42017,38.9,36.7,75.8,0.291,206086,0.531,0.569,0.235,0.904,0.849,8.721,0.012,0.072,4.25,83
37073,0.0,46592,42,51.7,63,0.265,12197,0.162,0.119,0.087,0.936,0.719,7.022,0.067,0.082,3.44,14
37075,0.0,33903,44.3,28.5,89.6,0.245,8861,0.187,0.157,0.111,0.93,0.762,7.635,0,0.127,1.9,15
37077,45.3,49852,39.8,51.9,57.7,0.338,59916,0.441,0.453,0.234,0.867,0.772,8.161,0,0.14,4.64,21
37079,0.0,40853,37.7,45.9,47,0.233,21362,0.158,0.101,0.144,0.695,0.625,7.377,0,0.148,3.36,8
37081,87.3,45431,36.3,57.8,54.3,0.362,488406,0.44,0.473,0.287,0.95,0.906,9.495,0.043,0.055,4.32,137
37083,45.3,32329,41.7,65.8,39.4,0.259,54691,0.271,0.087,0.174,0.796,0.703,7.996,0.029,0.287,2.15,37
37085,44.1,44625,33.5,39.8,64.3,0.303,114678,0.417,0.457,0.145,0.836,0.701,7.853,0,0.113,2.74,64
37087,44.6,41557,45.6,42.4,93.8,0.314,59036,0.39,0.511,0.179,0.888,0.824,8.908,0.07,0.098,3.88,41
37089,66.7,44815,45.4,35.6,84.4,0.346,106740,0.255,0.222,0.169,0.79,0.751,8.058,0.041,0.163,4.44,50
37091,31.4,33406,41,71.9,34.4,0.311,24669,0.304,0.268,0.116,0.721,0.711,7.993,0,0.233,2.26,16
37093,56.8,45489,30.9,59,40.8,0.289,46952,0.382,0.178,0.239,0.724,0.898,7.832,0,0.309,2.01,16
37095,0.0,42279,41.2,49.1,59.1,0.252,5810,0.188,0.093,0.107,0.933,0.812,8.179,0.056,0.067,4.74,25
37097,62.1,50329,38.9,34.3,77.8,0.331,159437,0.432,0.506,0.238,0.911,0.862,7.771,0.043,0.099,3.96,47
37099,26.9,36951,36.3,48.6,81.4,0.301,40271,0.476,0.515,0.215,0.912,0.864,8.602,0.041,0.066,2.76,52
37101,48.0,49711,36.3,35.6,69.8,0.335,168878,0.348,0.277,0.222,0.809,0.786,8.527,0.047,0.166,3.32,44
37103,0.0,36213,44.1,45,61.2,0.284,10153,0.145,0.001,0.068,0.657,0.588,7.309,0,0.3,2.9,8
37105,57.2,44819,37.4,44.4,59.3,0.287,57866,0.323,0.356,0.223,0.89,0.794,8.299,0,0.121,3.55,20
37107,55.0,35770,41,49,51.3,0.274,59495,0.39,0.303,0.209,0.87,0.831,8.393,0.061,0.076,3.45,33
37109,45.4,48940,40.4,30.1,85.8,0.304,78265,0.331,0.16,0.19,0.843,0.782,7.816,0,0.165,4.08,27
37111,29.7,35297,41.6,33.5,88.9,0.266,44996,0.47,0.291,0.135,0.878,0.813,7.936,0.038,0.1,3.63,27
37113,20.0,37892,47.8,34,90.2,0.282,33922,0.24,0.213,0.159,0.921,0.786,8.654,0.028,0.049,2.33,36
37115,9.4,38598,43.3,44.6,95,0.3,20764,0.098,0.015,0.143,0.812,0.791,8.003,0,0.158,2.77,22
37117,21.9,35111,44,51.9,52.2,0.325,24505,0.186,0.155,0.12,0.76,0.614,7.411,0,0.301,2.97,27
37119,98.9,55444,33.9,60.8,50.6,0.411,919628,0.519,0.591,0.296,0.96,0.913,9.389,0.051,0.014,4.47,290
37121,17.4,37680,45.7,23.6,94.1,0.292,15579,0.518,0.305,0.091,0.899,0.853,7.978,0,0.061,2.62,17
37123,23.2,31830,40.2,41.9,64.3,0.271,27798,0.369,0.273,0.196,0.803,0.801,8.644,0.1,0.115,2.4,21
37125,49.3,49544,45,35.6,77.6,0.368,88247,0.431,0.522,0.186,0.859,0.826,8.863,0,0.107,2.58,48
37127,52.4,43084,39.9,50.2,54,0.295,95840,0.319,0.206,0.193,0.746,0.803,8.438,0,0.231,2.27,33
37129,97.8,49835,37.3,47.1,76.8,0.385,202667,0.425,0.407,0.253,0.856,0.882,9.328,0.167,0.101,4.12,76
37131,10.6,31433,45.5,67.3,38.9,0.227,22099,0.095,0.066,0.117,0.626,0.57,7.453,0,0.37,1.99,23
37133,73.7,45450,25.7,36,68.9,0.289,177772,0.278,0.227,0.193,0.848,0.808,8.782,0.022,0.133,3.44,51
37135,71.5,55569,33.1,70.4,70.8,0.553,133801,0.553,0.624,0.332,0.962,0.918,8.665,0.074,0.036,1.8,92
37137,0.0,43853,48.3,39.2,74.8,0.295,13144,0.221,0.128,0.165,0.69,0.766,7.372,0.067,0.241,4.13,18
37139,58.7,46053,36.6,57.5,55,0.306,40661,0.269,0.171,0.143,0.954,0.864,9.008,0.042,0.042,5.23,30
37141,31.2,44524,41.1,39.3,73.9,0.297,52217,0.193,0.126,0.164,0.805,0.763,7.723,0.15,0.207,1.98,24
37143,0.0,43709,46.4,41.5,71.4,0.368,13453,0.152,0.066,0.062,0.838,0.757,7.572,0,0.189,5.05,13
37145,24.5,42317,41.4,44.1,66.8,0.285,39464,0.518,0.247,0.154,0.945,0.895,8.032,0,0.073,2.67,17
37147,74.6,40718,31,53,57.1,0.381,168148,0.505,0.549,0.237,0.884,0.866,8.67,0.08,0.105,6.03,52
37149,7.7,44745,49.1,38.7,88.4,0.272,20510,0.469,0.595,0.17,0.884,0.769,7.838,0,0.127,4.73,14
37151,43.8,41208,39.5,24.4,81.3,0.264,141752,0.269,0.121,0.211,0.82,0.798,8.501,0.023,0.167,3.04,46
37153,54.5,32384,38.7,51,58.7,0.256,46639,0.38,0.231,0.127,0.829,0.815,8.509,0.05,0.194,2.11,20
37155,37.4,29806,34.4,57.9,27,0.258,134168,0.333,0.241,0.144,0.71,0.682,8.013,0.024,0.247,1.6,42
37157,38.1,38567,42.2,38.9,73.4,0.249,93643,0.379,0.251,0.308,0.875,0.809,8.73,0,0.114,3.4,39
37159,61.2,41495,39.1,36.5,73.7,0.282,138428,0.433,0.453,0.214,0.875,0.818,8.677,0.015,0.084,4.14,70
37161,39.0,36334,42.5,32.7,84.1,0.283,67810,0.247,0.113,0.193,0.745,0.71,7.886,0,0.24,5.31,30
37163,15.0,36496,38.2,44.2,53.2,0.266,63431,0.334,0.216,0.155,0.693,0.623,7.93,0,0.286,3.34,30
37165,51.6,29592,38.4,58,45.9,0.314,36157,0.176,0.426,0.155,0.845,0.712,8.033,0,0.218,1.33,16
37167,32.3,42518,40.5,29.3,82.3,0.29,60585,0.277,0.105,0.191,0.789,0.757,8.599,0,0.167,3.97,23
37169,24.3,42703,42.8,27.9,91.7,0.253,47401,0.307,0.073,0.29,0.899,0.783,7.08,0,0.057,3.09,68
37171,31.2,35641,41.2,30.9,85,0.282,73673,0.556,0.519,0.23,0.842,0.735,7.347,0,0.102,3.69,92
37173,0.0,36094,40.8,45.9,65.6,0.295,13981,0.349,0.577,0.124,0.934,0.859,8.983,0.115,0.045,2.57,28
37175,40.4,41781,48.8,40.9,90.8,0.317,33090,0.44,0.448,0.2,0.896,0.781,8.699,0.043,0.037,4.15,46
37177,0.0,34216,41.4,47,53.3,0.152,4407,0.183,0.035,0.057,0.832,0.767,7.051,0,0.083,5.86,11
37179,72.7,65892,36.2,34.3,74.6,0.383,201292,0.423,0.305,0.237,0.767,0.8,7.543,0,0.21,3.75,44
37181,45.9,34987,38.6,64,42.1,0.238,45422,0.219,0.18,0.175,0.792,0.719,8.062,0.067,0.25,3.74,15
37183,93.9,66006,34.4,54.5,62.2,0.495,900993,0.613,0.635,0.376,0.941,0.908,8.773,0.085,0.022,2.34,319
37185,0.0,34285,44.9,67.9,38,0.241,20972,0.13,0.126,0.099,0.849,0.662,8.02,0,0.2,2.21,15
37187,32.2,34936,44,59,45.3,0.266,13228,0.481,0.417,0.096,0.836,0.774,8.481,0.059,0.097,5.53,18
37189,44.6,34293,28.4,47.5,92.5,0.328,51079,0.44,0.527,0.221,0.924,0.866,8.741,0.063,0.035,3.18,49
37191,53.6,41731,36.6,45.4,55.6,0.294,122623,0.46,0.421,0.189,0.877,0.806,9.19,0.098,0.085,3.41,51
37193,27.2,33159,42.4,28,88.8,0.255,69340,0.431,0.269,0.188,0.834,0.843,8.47,0.021,0.141,3.87,49
37195,61.3,39204,38.7,53.3,49.4,0.293,81234,0.425,0.233,0.253,0.758,0.82,7.928,0,0.288,2.47,24
37197,15.3,40371,41.4,23.6,86,0.284,38406,0.485,0.385,0.175,0.844,0.715,7.371,0,0.085,3.91,34
37199,0.0,38579,45.5,42.3,93.5,0.277,17818,0.244,0.302,0.151,0.943,0.887,9.501,0.138,0.02,3.35,31
38001,0.0,47798,49.5,25.6,96.7,0.437,2343,0.382,0.365,0.063,0.762,0.599,6.826,0,0.309,3.28,42
38003,60.4,50274,44.3,43.7,95.8,0.331,11066,0.386,0.211,0.142,0.689,0.571,7.104,0,0.379,1.26,90
38005,0.0,36491,31.6,57.4,43,0.361,6660,0.392,0.248,0.08,0.717,0.546,7.065,0.012,0.344,1.09,83
38007,0.0,57083,48.6,15.4,98.5,0.345,783,0.078,0.135,0.059,0.903,0.774,7.972,0.048,0.176,1.99,22
38009,0.0,51667,48,33.4,94.3,0.316,6429,0.32,0.376,0.105,0.691,0.621,7.252,0.075,0.377,4.08,39
