FIPS,% Urban Population,Household Median Income,Median Age,2012 Vote Rate for Democrats,"% White, Non-Latino",% Professional Jobs,Total Population,% of Edits that Were Made by a Local Editor (English Wikipedia),% of Content that Was Contributed by a Local Editor (English Wikipedia),% of Users who are Local (English Wikipedia),% Human-generated (Manual) Content (English Wikipedia),% Human (Manual) Edits (English Wikipedia),Non-spatial Outlink Entropy (English Wikipedia),% of Articles that are C-class or Higher (English Wikipedia),% of Spatial Outlinks to Governmental Articles (English Wikipedia),Tag Entropy (OpenStreetMap),Page Count (English Wikipedia)
1001,58.0,53682,37,26.6,77.2,0.317,54571,0.422,0.513,0.217,0.924,0.804,9.037,0.138,0.109,4.08,27
1003,57.7,50221,41.1,21.6,83.5,0.329,182265,0.458,0.492,0.192,0.927,0.819,8.842,0.076,0.092,5.19,137
1005,32.2,32911,39,51.3,46.8,0.263,27457,0.306,0.248,0.11,0.878,0.7,8.448,0,0.213,4.12,26
1007,31.6,36447,37.8,26.2,75,0.213,22915,0.205,0.335,0.099,0.9,0.678,7.92,0.038,0.131,4.48,25
1009,10.0,44145,39,12.3,88.9,0.268,57322,0.257,0.181,0.157,0.784,0.536,7.196,0.031,0.227,3.96,30
1011,48.6,32033,38.5,76.3,21.9,0.19,10914,0.056,0.013,0.046,0.842,0.599,7.519,0,0.265,4.87,13
1013,28.8,29918,40.1,46.1,54.1,0.281,20947,0.161,0.076,0.088,0.878,0.636,8.162,0.038,0.237,4.63,25
1015,66.3,39962,38.2,33.5,73.6,0.267,118572,0.402,0.278,0.19,0.919,0.791,8.716,0.027,0.14,5.46,75
1017,50.9,32402,41.5,47.1,58.1,0.255,34215,0.103,0.018,0.135,0.859,0.672,7.924,0,0.301,4.18,28
1019,14.3,34907,43.9,21.8,92.1,0.282,25989,0.153,0.021,0.097,0.786,0.592,7.104,0,0.26,2.5,19
1021,13.3,41250,37.6,19.5,81.1,0.261,43643,0.223,0.116,0.123,0.865,0.701,7.657,0,0.25,4.51,18
1023,0.0,33941,43.4,47.5,55.6,0.309,13859,0.221,0.219,0.068,0.798,0.491,7.438,0.038,0.309,4.03,24
1025,24.0,29357,40.2,45.7,54,0.239,25833,0.546,0.602,0.107,0.912,0.723,7.479,0.033,0.156,3.91,62
1027,0.0,34002,42,26.7,80.3,0.265,13932,0.101,0.013,0.058,0.871,0.669,7.705,0,0.255,3.14,17
1029,0.0,38019,40.6,15.4,93.2,0.262,14972,0.108,0.111,0.096,0.827,0.6,7.9,0,0.217,2.81,21
1031,52.8,43768,37.6,24.8,72.3,0.315,49948,0.163,0.082,0.148,0.893,0.757,8.165,0.091,0.2,4.56,22
1033,56.1,39077,41.8,39.2,79.6,0.279,54428,0.35,0.393,0.156,0.914,0.774,8.693,0,0.179,5.56,44
1035,19.1,24658,43,50.6,51.1,0.207,13228,0.136,0.014,0.108,0.867,0.555,7.836,0,0.286,3.8,17
1037,0.0,37277,44.2,41.7,65.9,0.209,11539,0.023,0.003,0.046,0.848,0.585,8.491,0,0.134,3.13,14
1039,30.3,35869,42.4,20.5,84.1,0.245,37765,0.09,0.073,0.13,0.786,0.511,7.893,0,0.5,3.81,38
1041,0.0,36275,40.7,31.9,72.1,0.291,13906,0.017,0.003,0.032,0.74,0.404,6.954,0,0.383,3.76,14
1043,26.8,38847,39.9,14.6,92.7,0.282,80406,0.259,0.278,0.168,0.868,0.699,7.819,0.036,0.195,4.34,57
1045,49.1,44889,36.1,28.5,71.1,0.264,50251,0.245,0.32,0.112,0.831,0.648,8.555,0.114,0.236,4.68,35
1047,54.4,26519,37.7,69.7,28.9,0.251,43820,0.405,0.587,0.113,0.952,0.799,8.069,0.097,0.115,4.5,73
1049,9.9,37851,37.5,22,81.6,0.237,71109,0.178,0.152,0.134,0.799,0.598,7.66,0.02,0.245,4.47,49
1051,45.8,54766,37.8,25.2,75,0.336,79303,0.281,0.21,0.166,0.871,0.73,8.475,0.048,0.183,4.33,44
1053,36.5,30687,39.2,36.9,61.3,0.247,38319,0.231,0.155,0.121,0.854,0.709,8.131,0.032,0.261,4.29,31
1055,62.5,38013,40.2,30.1,79.3,0.272,104430,0.202,0.195,0.155,0.835,0.733,8.132,0.061,0.156,6.75,51
1057,19.8,33838,42.5,22.8,86,0.237,17241,0.23,0.048,0.166,0.753,0.579,7.398,0,0.302,3.09,14
1059,29.6,36415,37.8,29.2,79.6,0.203,31704,0.232,0.117,0.15,0.857,0.694,7.752,0,0.314,4.13,19
1061,10.4,35625,42,18,84.7,0.235,26790,0.048,0.031,0.088,0.755,0.606,7.254,0.105,0.349,4.5,19
1063,0.0,24226,41.8,84.7,17.3,0.185,9045,0.538,0.605,0.071,0.908,0.695,7.079,0.02,0.2,5.01,51
1065,10.8,30051,40,62.6,39.4,0.251,15760,0.44,0.514,0.139,0.915,0.745,7.903,0.051,0.113,4.07,39
1067,12.2,41650,42.8,35,67.8,0.324,17302,0.022,0.003,0.039,0.835,0.578,7.965,0,0.235,3.9,14
1069,66.2,40948,38.5,29.5,68.7,0.297,101547,0.353,0.327,0.178,0.83,0.747,8.314,0.044,0.253,5.38,44
1071,23.0,37634,41.4,28.3,90.1,0.255,53227,0.296,0.173,0.15,0.82,0.641,8.223,0.019,0.266,4.42,54
1073,90.2,45429,37.1,52.6,51.7,0.377,658466,0.568,0.638,0.271,0.923,0.862,9.303,0.068,0.094,8.18,315
1075,0.0,36028,43.5,23,86.1,0.27,14564,0.225,0.071,0.173,0.697,0.566,7.33,0,0.448,2.86,11
1077,50.7,42844,40.4,33.9,85.5,0.291,92709,0.484,0.461,0.188,0.909,0.791,8.669,0.077,0.118,5.09,53
1079,8.7,38551,40.6,35.9,76.9,0.234,34339,0.297,0.269,0.123,0.857,0.676,8.197,0.071,0.193,4.09,25
1081,72.6,43542,29.5,39.3,69.8,0.376,140247,0.548,0.607,0.238,0.963,0.897,9.224,0.147,0.042,4.99,69
1083,42.4,48619,38.4,27.7,78.7,0.334,82782,0.301,0.241,0.119,0.911,0.787,9.091,0,0.179,6.79,34
1085,0.0,26230,40.6,76.4,25.1,0.238,11299,0.31,0.39,0.094,0.826,0.567,7.774,0.043,0.231,3.9,23
1087,44.5,30724,36.3,87.1,15.2,0.25,21452,0.268,0.321,0.114,0.916,0.804,8.962,0.077,0.15,4.5,25
1089,83.6,58434,37.3,40,66.1,0.445,334811,0.55,0.69,0.264,0.95,0.869,9.12,0.065,0.059,6.81,153
1091,30.7,35079,40.4,53.5,45.7,0.272,21027,0.708,0.808,0.122,0.931,0.745,7.58,0.075,0.117,4.02,92
1093,11.1,32888,42.8,18.6,92.6,0.257,30776,0.201,0.108,0.169,0.826,0.658,7.459,0,0.246,3.91,23
1095,46.7,39526,38.2,19.3,83.9,0.273,93019,0.249,0.263,0.195,0.844,0.747,7.938,0.049,0.259,4.5,41
1097,80.0,43028,36.6,45,59.1,0.31,412992,0.618,0.702,0.189,0.955,0.857,8.44,0.044,0.036,6.32,301
1099,21.0,29203,40.1,45.9,54.7,0.236,23068,0.266,0.257,0.098,0.877,0.698,8.275,0,0.198,4.34,38
1101,89.5,44790,34.9,61.9,38.4,0.357,229363,0.466,0.676,0.206,0.973,0.88,9.007,0.1,0.026,5.81,140
1103,61.4,44800,39,27.2,77.5,0.291,119490,0.467,0.431,0.164,0.903,0.808,8.231,0.068,0.089,4.72,58
1105,0.0,28209,37.2,74.8,29.7,0.227,10591,0.438,0.435,0.131,0.941,0.761,8.09,0.111,0.104,3.32,27
1107,0.0,28741,41.9,46.3,55.8,0.215,19746,0.336,0.412,0.116,0.845,0.606,7.85,0.059,0.321,3.61,33
1109,48.3,33090,31.4,42.7,57.4,0.275,32899,0.372,0.239,0.145,0.901,0.822,8.815,0,0.149,6.81,30
1111,18.7,35213,41.2,29.6,75.4,0.253,22913,0.189,0.066,0.16,0.779,0.616,6.56,0,0.293,2.8,22
1113,64.6,36143,35.8,55.6,52.1,0.263,52947,0.179,0.241,0.103,0.919,0.774,8.436,0.041,0.198,5.13,30
1115,27.2,50786,38.6,16.5,87.3,0.301,83593,0.285,0.115,0.188,0.765,0.603,7.601,0,0.343,13.1,27
1117,77.1,68770,36.9,21.6,80.2,0.426,195085,0.419,0.249,0.258,0.893,0.791,8.531,0.029,0.108,8.35,66
1119,0.0,22186,37.7,77.2,24,0.268,13763,0.686,0.496,0.076,0.865,0.789,7.784,0.032,0.206,4.55,31
1121,44.2,35439,39.3,41.7,64.5,0.263,82291,0.187,0.229,0.143,0.909,0.763,9.069,0.08,0.158,5.09,46
1123,25.8,39130,42.4,33.5,69.3,0.303,41616,0.143,0.088,0.147,0.86,0.739,8.736,0.069,0.247,3.12,29
1125,74.5,45408,31.2,40.8,65,0.343,194656,0.511,0.568,0.237,0.949,0.869,9.054,0.104,0.081,4.66,116
1127,25.9,37566,41.2,23,90.4,0.253,67023,0.308,0.279,0.218,0.826,0.712,7.816,0.049,0.26,4.73,42
1129,0.0,42156,39.7,33.9,65.2,0.214,17581,0.294,0.339,0.097,0.875,0.64,7.459,0,0.131,3.65,27
1131,0.0,23642,38.8,74.3,26.6,0.24,11670,0.454,0.551,0.091,0.903,0.674,7.554,0,0.22,3.74,54
1133,15.1,32900,43.1,13.2,94.9,0.238,24484,0.153,0.067,0.113,0.855,0.675,8.211,0,0.257,3.15,28
4001,25.9,31476,32.4,66.1,20.4,0.291,71518,0.527,0.474,0.165,0.893,0.796,8.222,0.044,0.147,4.41,114
4003,63.7,45755,39.7,37.1,58.5,0.356,131346,0.506,0.564,0.181,0.939,0.844,8.855,0.053,0.075,3.52,158
4005,68.5,49555,31,56.3,55.2,0.325,134421,0.46,0.547,0.201,0.936,0.854,8.797,0.087,0.054,3.7,288
4007,58.9,39954,47.9,36,65.9,0.294,53597,0.35,0.265,0.174,0.885,0.708,8.146,0.067,0.21,5.06,79
4009,53.6,44943,31.6,30.4,52.3,0.293,37220,0.395,0.349,0.131,0.904,0.771,8.568,0.043,0.066,3.49,70
4011,53.4,47992,34.8,44.1,48.1,0.274,8437,0.067,0.013,0.064,0.897,0.648,7.718,0,0.19,2.64,24
4012,43.7,35776,53.9,32.9,62.7,0.259,20489,0.219,0.278,0.075,0.865,0.666,7.965,0.016,0.117,3.44,57
4013,97.6,53596,34.6,43.1,58.7,0.366,3817117,0.6,0.664,0.376,0.961,0.9,9.583,0.06,0.033,7.78,716
4015,77.0,39200,47.6,27.8,79.6,0.251,200186,0.422,0.394,0.172,0.918,0.833,8.077,0.014,0.087,2.79,228
4017,45.9,36927,34.7,45.2,43.9,0.302,107449,0.314,0.265,0.149,0.884,0.721,8.397,0.045,0.195,5.08,113
4019,92.5,45841,37.7,52.1,55.3,0.362,980263,0.52,0.556,0.257,0.935,0.878,9.4,0.048,0.067,6.93,341
4021,78.1,50027,35.3,40.6,58.7,0.31,375770,0.373,0.365,0.181,0.901,0.804,8.396,0.038,0.154,5.85,129
4023,73.1,37745,35.6,68.3,16,0.271,47420,0.428,0.437,0.119,0.921,0.774,8.585,0.035,0.137,5.26,57
4025,66.8,42987,49.2,33.7,82,0.307,211033,0.456,0.508,0.228,0.924,0.796,8.562,0.061,0.114,3.56,179
4027,89.6,41595,33.8,41.3,35.3,0.253,195751,0.315,0.414,0.151,0.92,0.823,8.817,0.058,0.07,5.36,104
5001,65.3,39633,40.7,37.8,71,0.285,19019,0.187,0.139,0.08,0.92,0.754,8.431,0.098,0.183,6.75,42
5003,48.3,35683,40.3,36.1,68.2,0.252,21853,0.095,0.005,0.109,0.826,0.581,7.25,0,0.367,7.41,46
5005,34.2,35343,50.6,26.7,96,0.302,41513,0.319,0.079,0.155,0.861,0.721,7.986,0,0.195,22.01,42
5007,74.8,54515,34.3,28.6,76.6,0.345,221339,0.439,0.455,0.254,0.926,0.901,8.727,0.117,0.111,24.91,126
5009,37.8,38506,41.4,24.5,95.2,0.277,36903,0.441,0.612,0.232,0.916,0.908,8.025,0.032,0.157,3.91,65
5011,50.4,30409,40.3,39.8,58,0.214,11508,0.238,0.037,0.102,0.919,0.691,7.267,0,0.158,2.94,31
5013,0.0,30980,43.4,30.4,73.4,0.212,5368,0.035,0.01,0.064,0.791,0.537,7.582,0,0.175,6.36,14
5015,27.2,36584,44,36.3,84,0.252,27446,0.31,0.435,0.146,0.917,0.741,7.545,0.018,0.239,3.56,56
5017,45.7,26201,41.8,60.7,40.3,0.318,11800,0.312,0.143,0.104,0.938,0.746,7.359,0.049,0.154,3.19,40
5019,45.6,32721,33.5,45.3,70.4,0.339,22995,0.239,0.062,0.132,0.922,0.807,8.742,0.086,0.106,3.03,36
5021,41.1,31502,43.2,34,96.9,0.237,16083,0.18,0.017,0.116,0.761,0.612,7.616,0.034,0.367,4.35,27
5023,24.5,40246,46.8,22.5,95.9,0.239,25970,0.106,0.01,0.124,0.851,0.653,7.743,0,0.143,5.94,26
5025,0.0,39420,40.2,25.9,85.1,0.312,8689,0.115,0.051,0.095,0.911,0.707,7.31,0,0.149,6,23
5027,42.5,35128,37,37.6,59.2,0.313,24552,0.412,0.186,0.144,0.879,0.729,8.025,0.05,0.213,7.41,20
5029,29.5,35225,40.5,38.9,82.4,0.243,21273,0.136,0.118,0.099,0.881,0.647,7.782,0,0.208,2.49,36
5031,67.8,41393,33.2,33.2,79.6,0.337,96443,0.306,0.499,0.182,0.901,0.81,8.456,0,0.176,6.97,49
5033,48.0,39479,37.6,23.7,86.8,0.268,61948,0.205,0.048,0.143,0.847,0.723,7.955,0,0.22,8.1,38
5035,79.1,37751,34.2,58.6,45.2,0.29,50902,0.369,0.241,0.188,0.848,0.75,8.107,0.03,0.243,8.02,35
5037,43.2,38085,39.7,34.1,74.7,0.236,17870,0.21,0.157,0.101,0.847,0.673,8.372,0.063,0.237,7.88,16
5039,47.4,28931,42.7,43.4,54.1,0.183,8116,0.05,0.01,0.077,0.862,0.605,7.297,0,0.389,5.77,21
5041,68.6,28680,38.7,55.5,46.8,0.284,13008,0.125,0.018,0.07,0.892,0.694,7.245,0.024,0.174,5.68,43
5043,51.4,31171,36.9,39.6,68,0.362,18509,0.069,0.008,0.11,0.899,0.692,7.318,0,0.291,7.33,40
5045,61.2,50314,31.5,32.8,82.4,0.351,113237,0.382,0.448,0.236,0.9,0.825,8.412,0.057,0.212,2.95,53
5047,17.4,36766,39.8,26.4,93.8,0.235,18125,0.24,0.09,0.125,0.835,0.652,7.883,0.1,0.226,6.49,21
5049,7.1,35522,47,32.1,96.4,0.27,12245,0.173,0.058,0.08,0.903,0.659,8.483,0.045,0.227,6.85,26
5051,63.1,39162,44.4,33.9,84,0.318,96024,0.42,0.491,0.191,0.917,0.825,8.309,0.085,0.157,5.47,59
5053,25.0,49004,39.5,22.6,94.1,0.296,17853,0.105,0.037,0.061,0.894,0.765,8.628,0.067,0.18,8.48,15
5055,58.5,38413,37.9,29.1,95.4,0.279,42090,0.105,0.027,0.108,0.893,0.712,8.479,0.037,0.177,9.73,29
5057,44.2,32056,37.7,35.6,56.5,0.244,22609,0.31,0.12,0.094,0.808,0.687,8.323,0.029,0.287,5.48,32
5059,34.0,41193,40.1,34,84.1,0.278,32923,0.132,0.01,0.135,0.889,0.69,7.893,0,0.263,4.92,27
5061,32.5,35879,38.4,33,67.4,0.222,13789,0.119,0.091,0.083,0.909,0.655,8.009,0.031,0.219,5.52,33
5063,31.4,35026,39,26.5,89.8,0.263,36647,0.246,0.068,0.15,0.857,0.659,7.776,0,0.286,6.2,44
5065,0.0,30661,47.3,29.4,95,0.293,13696,0.124,0.011,0.122,0.81,0.555,7.289,0,0.373,6.11,31
5067,34.9,30284,40.5,39.2,78.8,0.237,17997,0.177,0.039,0.116,0.759,0.605,7.812,0,0.357,8.44,29
5069,69.1,37140,37.4,63.8,41.4,0.277,77435,0.484,0.453,0.152,0.952,0.852,8.424,0.055,0.099,7.48,74
5071,28.6,31003,37.2,34.5,83.5,0.221,25540,0.244,0.095,0.158,0.862,0.649,7.688,0,0.225,4.87,31
5073,0.0,29732,43.3,40.1,59.9,0.24,7645,0.041,0.003,0.055,0.726,0.531,7.284,0,0.327,3.85,11
5075,36.4,32239,40.9,32.3,96.7,0.252,17415,0.165,0.025,0.071,0.794,0.642,8.62,0.079,0.295,8.87,37
5077,36.5,25034,39.8,61.5,41.4,0.23,10424,0.126,0.039,0.127,0.796,0.562,7.858,0,0.375,7.57,24
5079,0.0,32697,38,38.2,65.8,0.275,14134,0.389,0.448,0.066,0.903,0.713,7.708,0,0.205,5.33,19
5081,31.5,39673,41.2,30.7,74.6,0.195,13171,0.121,0.011,0.089,0.772,0.609,7.662,0.071,0.24,7.92,14
5083,29.0,34996,41.4,27.4,92.2,0.257,22353,0.326,0.331,0.138,0.836,0.687,7.924,0.057,0.294,3.38,34
5085,55.2,52582,35.3,23.3,87.9,0.33,68356,0.233,0.057,0.15,0.845,0.761,8.411,0.024,0.273,9.4,42
5087,0.0,35771,40.9,32,91.9,0.251,15717,0.074,0.002,0.092,0.88,0.587,7.157,0,0.254,6.63,22
5089,0.0,34494,50.1,28.8,95.9,0.219,16653,0.274,0.253,0.138,0.886,0.803,8.16,0.042,0.239,4.09,22
5091,60.0,41319,37.2,29.5,70.6,0.255,43462,0.05,0.002,0.082,0.909,0.748,8.922,0,0.179,6.19,25
5093,63.7,36428,34.9,48.3,60.5,0.257,46480,0.388,0.418,0.132,0.867,0.67,8.669,0.032,0.175,9.49,64
5095,31.0,27263,44.2,49,55.8,0.236,8149,0.032,0.004,0.052,0.839,0.539,7.56,0.038,0.26,7.41,25
5097,0.0,31345,46.8,27,92.8,0.28,9487,0.217,0.135,0.071,0.841,0.679,6.927,0,0.178,2.36,20
5099,30.8,33694,41.6,38.8,65.1,0.224,8997,0.226,0.074,0.041,0.823,0.643,7.877,0.095,0.207,3.39,23
5101,0.0,30038,46,27.1,94.8,0.215,8330,0.483,0.273,0.092,0.937,0.847,8.282,0.032,0.114,4.63,30
5103,43.6,32015,42.1,44.9,56.3,0.257,26120,0.218,0.034,0.111,0.853,0.7,8.009,0,0.203,7.28,27
5105,0.0,42455,41.6,30.1,93.6,0.244,10445,0.167,0.043,0.049,0.755,0.538,7.354,0,0.361,5.48,19
5107,52.0,26737,36.9,65.6,34.6,0.312,21757,0.171,0.081,0.094,0.895,0.704,8.204,0.04,0.166,7.85,50
5109,0.0,32206,40.2,22.4,88.2,0.251,11291,0.195,0.076,0.107,0.86,0.732,8.028,0,0.194,2.36,25
5111,28.9,32089,39.8,31.6,89,0.231,24583,0.17,0.021,0.16,0.828,0.685,7.636,0,0.284,9.16,32
5113,26.6,32835,43.1,20.2,89.8,0.274,20662,0.077,0.012,0.119,0.861,0.688,8.233,0,0.186,2.75,34
5115,45.5,40453,35.1,25.1,86.9,0.278,61754,0.433,0.784,0.174,0.931,0.732,6.639,0.01,0.238,7.19,101
5117,0.0,34855,44.5,28,85.7,0.266,8715,0.015,0,0.015,0.797,0.565,7.531,0,0.256,8.58,23
5119,87.7,46013,36,54.7,55.3,0.395,382748,0.513,0.645,0.221,0.943,0.879,8.692,0.066,0.07,5.6,256
5121,32.6,34418,41.9,34.3,95.9,0.285,17969,0.063,0.011,0.077,0.83,0.659,7.524,0,0.293,7.55,22
5123,48.4,30873,37.2,58,42.4,0.265,28258,0.372,0.135,0.132,0.837,0.699,8.045,0.063,0.227,8.02,32
5125,63.8,55348,38.8,27.3,89,0.344,107118,0.257,0.276,0.181,0.835,0.682,7.477,0,0.26,7.08,40
5127,29.6,37448,39.8,24.6,85.3,0.266,11233,0.067,0.028,0.071,0.815,0.571,7.472,0,0.263,1.74,16
5129,0.0,30779,46.8,22,95.2,0.248,8195,0.218,0.476,0.11,0.878,0.571,7.006,0,0.35,4.91,35
5131,79.2,40471,36.7,30.2,72.8,0.301,125744,0.359,0.344,0.173,0.905,0.826,8.515,0.023,0.147,6.35,47
5133,36.4,35153,33.7,24.1,61.1,0.204,17058,0.165,0.02,0.132,0.78,0.65,7.955,0,0.373,3.78,19
5135,19.9,30861,47,28.7,95,0.275,17264,0.166,0.02,0.099,0.749,0.544,7.326,0,0.329,6.81,17
5137,0.0,29832,47.7,25.3,96.1,0.318,12394,0.186,0.051,0.14,0.935,0.737,7.507,0,0.136,5.04,33
5139,45.5,37435,40.1,36,61.8,0.292,41639,0.333,0.461,0.174,0.906,0.814,8.58,0.043,0.134,7.54,47
5141,0.0,32517,46.6,28.4,94.1,0.247,17295,0.255,0.062,0.133,0.861,0.662,7.487,0,0.163,3.85,21
5143,74.5,41248,30.7,40.1,74.1,0.345,203065,0.423,0.708,0.235,0.944,0.838,8.308,0.065,0.071,27.68,217
5145,45.7,42487,36,21.7,89.6,0.272,77076,0.456,0.483,0.199,0.853,0.765,7.781,0,0.196,8.22,67
5147,0.0,28259,43.3,49.9,69.4,0.299,7260,0.036,0.001,0.064,0.815,0.576,8.059,0,0.16,8.32,21
5149,20.9,35535,37.8,28.8,76.7,0.194,22185,0.288,0.39,0.133,0.868,0.644,7.877,0.049,0.213,5.29,41
6001,99.6,72112,36.6,78.5,34.1,0.456,1510271,0.625,0.668,0.363,0.967,0.919,9.449,0.09,0.014,6.8,768
6003,0.0,58636,46.7,60.1,72.5,0.39,1175,0.329,0.392,0.088,0.892,0.733,8.408,0,0.13,1.29,42
6005,39.6,53684,48.2,39.2,79.6,0.303,38091,0.49,0.617,0.17,0.947,0.776,7.581,0.026,0.049,3.1,78
6007,81.1,43752,37.2,46.4,75.2,0.338,220000,0.578,0.622,0.226,0.901,0.85,7.463,0.019,0.066,4.57,216
6009,24.6,55295,49.2,40.1,83.5,0.343,45578,0.561,0.619,0.141,0.906,0.71,7.029,0.026,0.144,2.89,154
6011,68.3,52158,33.5,38.3,39.8,0.251,21419,0.39,0.542,0.112,0.936,0.697,7.548,0,0.105,2.38,52
6013,99.2,78756,38.5,65.7,47.8,0.423,1049025,0.577,0.706,0.314,0.915,0.878,8.859,0.043,0.042,6.14,394
6015,66.3,37909,39.1,42.8,64.7,0.328,28610,0.361,0.547,0.154,0.933,0.869,8.566,0.068,0.046,3.85,67
6017,65.3,69297,43.6,39.6,79.9,0.394,181058,0.501,0.584,0.207,0.944,0.857,7.091,0.022,0.064,3.23,274
6019,89.2,45563,30.6,47.6,32.7,0.285,930450,0.512,0.608,0.246,0.933,0.859,8.052,0.027,0.061,8.94,418
6021,59.1,43023,35.3,35.8,55.9,0.232,28122,0.303,0.435,0.094,0.929,0.735,7.685,0,0.11,2.09,65
6023,70.2,41426,37.1,60,77.2,0.33,134623,0.634,0.73,0.234,0.952,0.855,8.166,0.047,0.038,3.28,353
6025,82.6,41807,31.9,63.6,13.7,0.239,174528,0.383,0.494,0.181,0.919,0.821,8.324,0.054,0.066,5.75,185
6027,53.6,44796,45.6,42.7,66.3,0.293,18546,0.538,0.615,0.175,0.924,0.841,8.361,0.05,0.048,2.69,266
6029,89.8,48552,30.7,38.5,38.6,0.26,839631,0.584,0.722,0.246,0.933,0.848,8.002,0.065,0.056,2.47,609
6031,89.1,48133,31.1,40.8,35.2,0.249,152982,0.562,0.494,0.146,0.924,0.83,8.724,0.048,0.064,3.41,87
6033,66.9,36548,45,56.3,74.1,0.277,64665,0.464,0.594,0.132,0.923,0.787,7.488,0.044,0.11,1.94,117
6035,29.5,53107,37.1,28.7,66.7,0.329,34895,0.418,0.587,0.139,0.929,0.775,7.031,0.028,0.045,2.63,107
6037,99.4,55909,34.8,68.9,27.8,0.353,9818605,0.747,0.807,0.506,0.965,0.923,9.51,0.164,0.023,8.86,2606
6039,67.1,45625,33,39.2,38,0.252,150865,0.349,0.522,0.149,0.926,0.803,7.917,0.062,0.046,5.15,143
6041,93.5,90839,44.5,74,72.8,0.516,252409,0.546,0.684,0.278,0.946,0.865,9.048,0.094,0.038,3.95,326
6043,0.0,49820,49.2,39.5,83.2,0.293,18251,0.523,0.6,0.173,0.951,0.857,8.131,0.074,0.036,2.41,163
6045,54.8,43469,41.5,66.2,68.6,0.287,87841,0.526,0.678,0.195,0.959,0.79,7.557,0.027,0.05,1.96,266
6047,85.7,42591,29.6,51.7,31.9,0.219,255793,0.504,0.607,0.204,0.93,0.827,8.55,0.069,0.082,3.35,142
6049,30.0,36212,46.1,27.9,79,0.382,9686,0.367,0.477,0.102,0.954,0.765,7.481,0.045,0.063,2.8,114
6051,54.2,61757,37.2,52.3,68.2,0.348,14202,0.54,0.666,0.144,0.955,0.829,8.367,0.063,0.056,3.01,128
6053,90.2,59168,32.9,65.9,32.9,0.276,415057,0.538,0.653,0.242,0.955,0.88,8.937,0.071,0.05,3.53,376
6055,86.6,70443,39.7,61.7,56.4,0.352,136484,0.498,0.644,0.229,0.966,0.871,8.781,0.1,0.043,4.01,160
6057,57.9,57353,47.6,46.2,86.5,0.395,98764,0.508,0.657,0.192,0.955,0.873,7.429,0.045,0.054,5.6,175
6059,99.9,75422,36.2,44.8,44.1,0.397,3010232,0.648,0.685,0.42,0.96,0.923,9.545,0.19,0.035,9.03,533
6061,86.2,72725,40.3,38.9,76.1,0.415,348432,0.419,0.597,0.196,0.925,0.859,7.668,0.054,0.08,5.27,165
6063,26.0,45794,49.6,40.2,85,0.36,20007,0.559,0.736,0.194,0.781,0.614,6.691,0.007,0.239,5.69,136
6065,95.4,56529,33.7,48.8,39.7,0.292,2189641,0.629,0.679,0.335,0.949,0.888,9.267,0.093,0.042,6.81,592
6067,97.9,55064,34.8,57,48.4,0.375,1418788,0.527,0.62,0.284,0.952,0.892,9.245,0.09,0.048,6.99,347
6069,76.0,66237,34.3,57.6,38.3,0.275,55269,0.304,0.3,0.121,0.94,0.816,8.611,0,0.058,2.69,64
6071,95.3,54090,31.7,51.6,33.3,0.284,2035210,0.588,0.672,0.309,0.938,0.872,9.163,0.089,0.037,8.36,597
6073,96.7,62962,34.6,51.5,48.5,0.401,3095313,0.653,0.709,0.403,0.955,0.903,9.47,0.102,0.031,21.28,1042
6075,100.0,75604,38.5,83.4,41.9,0.517,805235,0.599,0.695,0.344,0.966,0.913,9.379,0.119,0.005,3.81,883
6077,91.5,53380,32.7,53.5,35.9,0.283,685306,0.483,0.474,0.251,0.908,0.87,8.983,0.049,0.083,4.33,143
6079,83.4,58697,39.4,49,71.1,0.356,269637,0.473,0.567,0.248,0.931,0.877,8.975,0.082,0.056,3.97,216
6081,98.1,88202,39.3,71.3,42.3,0.444,718451,0.537,0.631,0.298,0.944,0.906,9.459,0.112,0.037,6.38,387
6083,95.0,62779,33.6,57.2,47.9,0.352,423895,0.497,0.607,0.267,0.951,0.884,9.273,0.082,0.039,3.17,325
6085,98.9,91702,36.2,69.8,35.2,0.498,1781642,0.576,0.688,0.401,0.96,0.922,9.478,0.106,0.022,5.54,675
6087,88.0,66519,36.9,75.2,59.6,0.406,262382,0.494,0.601,0.262,0.911,0.873,9.089,0.09,0.064,3.39,164
6089,70.7,44651,41.8,33.6,82.4,0.324,177223,0.418,0.598,0.185,0.937,0.843,8.799,0.088,0.079,3.62,136
6091,0.3,39009,50.9,36.6,88.1,0.297,3240,0.088,0.056,0.06,0.934,0.681,7.631,0,0.126,3.47,41
6093,34.2,37709,47,40.6,79.5,0.34,44900,0.469,0.547,0.174,0.875,0.805,8.784,0.104,0.083,3.02,129
6095,96.3,67177,36.9,62.9,40.8,0.334,413344,0.433,0.384,0.233,0.935,0.879,9.315,0.082,0.047,5.57,107
6097,87.6,63356,39.9,70.8,66.1,0.357,483878,0.564,0.673,0.26,0.947,0.885,9.209,0.147,0.03,6.89,341
6099,92.0,49297,32.9,49.2,46.7,0.265,514453,0.407,0.55,0.233,0.876,0.847,8.697,0.049,0.099,4.01,124
6101,85.2,50408,34.5,38.1,50.4,0.283,94737,0.344,0.177,0.153,0.896,0.829,8.699,0.061,0.115,3.79,47
